Submission ID,Rater1 Comp,Rater2 Comp,Resolved Score,System Overall,Rater1 1,Rater2 1,Rater1 2,Rater2 2,Rater1 3,Rater2 3,Rater1 4,Rater2 4,Rater1 5,Rater2 5,Rater1 6,Rater2 6,System Ideas and Content,System Organization,System Voice,System Word Choice,System Sentence Fluency,System Conventions
2007,18.0,20.0,40.0,29.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,4,3,4.0,3,2.0,2.0
2008,20.0,17.0,37.0,30.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,3.0,4.0,3.0,4,3,4.0,3,3.0,2.0
2009,18.0,20.0,38.0,29.0,3.0,4.0,3.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4,3,4.0,3,2.0,2.0
2010,14.0,15.0,29.0,18.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,2,2,3.0,2,2.0,1.0
2011,15.0,19.0,34.0,27.999999999999996,3.0,3.0,3.0,4.0,3.0,4.0,3.0,4.0,3.0,4.0,3.0,4.0,3,3,4.0,3,3.0,2.0
2012,17.0,15.0,32.0,26.0,4.0,3.0,3.0,3.0,4.0,4.0,3.0,3.0,4.0,3.0,3.0,3.0,3,3,3.0,3,2.0,2.0
2013,23.0,20.0,43.0,36.0,4.0,4.0,4.0,4.0,5.0,4.0,5.0,4.0,5.0,4.0,5.0,4.0,4,4,4.0,3,4.0,3.0
2014,20.0,17.0,37.0,34.99999999999999,4.0,3.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,4,4,4.0,3,3.0,3.0
2015,13.0,19.0,34.0,26.0,3.0,3.0,2.0,4.0,3.0,3.0,2.0,4.0,2.0,4.0,3.0,4.0,3,3,3.0,3,2.0,2.0
2016,15.0,14.0,29.0,30.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4,3,4.0,3,3.0,2.0
2017,18.0,12.0,30.0,26.0,3.0,3.0,3.0,3.0,4.0,3.0,4.0,3.0,4.0,2.0,4.0,2.0,3,3,3.0,3,2.0,2.0
2018,24.0,23.0,47.0,38.0,4.0,5.0,5.0,4.0,4.0,5.0,4.0,5.0,5.0,4.0,5.0,5.0,5,4,4.0,4,3.0,3.0
2019,20.0,16.0,36.0,30.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,3.0,4.0,3.0,4.0,3.0,4,3,4.0,3,3.0,2.0
2020,20.0,20.0,40.0,34.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4,3,4.0,3,4.0,3.0
2021,13.0,16.0,29.0,27.0,2.0,3.0,2.0,3.0,3.0,4.0,3.0,4.0,3.0,4.0,3.0,3.0,3,3,4.0,3,2.0,2.0
2022,20.0,20.0,40.0,29.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4,3,4.0,3,2.0,2.0
2023,20.0,21.0,41.0,32.0,4.0,5.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,4,4,4.0,3,3.0,2.0
2024,20.0,20.0,40.0,41.00000000000001,4.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5,4,5.0,5,4.0,3.0
2025,17.0,15.0,32.0,30.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,4.0,3.0,3.0,4.0,3.0,4,3,4.0,3,3.0,2.0
2026,20.0,20.0,40.0,30.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,4,3,4.0,3,3.0,2.0
2027,18.0,20.0,44.0,27.999999999999996,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,3,3,4.0,3,3.0,2.0
2028,15.0,19.0,34.0,27.0,3.0,3.0,3.0,4.0,3.0,4.0,3.0,3.0,3.0,4.0,3.0,4.0,3,3,4.0,3,2.0,2.0
2029,15.0,16.0,31.0,27.999999999999996,3.0,3.0,3.0,3.0,3.0,4.0,3.0,4.0,3.0,4.0,3.0,3.0,3,3,4.0,3,3.0,2.0
2030,20.0,14.0,40.0,30.0,4.0,3.0,4.0,2.0,4.0,3.0,4.0,3.0,4.0,3.0,4.0,3.0,4,3,4.0,3,3.0,2.0
2031,20.0,20.0,40.0,34.99999999999999,4.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,4,4,4.0,3,3.0,3.0
2032,20.0,20.0,40.0,26.666666666666664,4.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,3,2,3.0,3,,
2033,16.0,15.0,31.0,18.0,3.0,3.0,4.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2,2,3.0,2,2.0,1.0
2034,14.0,15.0,29.0,23.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,4.0,3.0,2.0,3.0,3,2,3.0,2,2.0,2.0
2035,20.0,23.0,43.0,37.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,5.0,4,4,5.0,4,3.0,3.0
2036,20.0,20.0,40.0,24.999999999999996,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3,3,2.0,2,3.0,2.0
2037,19.0,20.0,40.0,27.999999999999996,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3,3,4.0,3,3.0,2.0
2038,16.0,20.0,36.0,30.0,3.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,4,3,4.0,3,3.0,2.0
2039,16.0,15.0,31.0,27.0,3.0,3.0,3.0,3.0,4.0,3.0,4.0,3.0,4.0,3.0,3.0,3.0,3,3,3.0,3,3.0,2.0
2040,10.0,5.0,15.0,16.999999999999996,2.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,2,2,2.0,2,2.0,1.0
2041,18.0,22.0,40.0,33.0,4.0,5.0,4.0,5.0,4.0,5.0,4.0,4.0,4.0,4.0,3.0,4.0,4,3,4.0,3,3.0,3.0
2042,18.0,18.0,36.0,26.0,4.0,3.0,4.0,3.0,4.0,3.0,4.0,4.0,4.0,4.0,3.0,4.0,3,3,3.0,3,2.0,2.0
2043,20.0,25.0,45.0,38.0,4.0,5.0,4.0,5.0,4.0,5.0,4.0,5.0,4.0,5.0,4.0,5.0,4,4,5.0,4,4.0,3.0
2044,17.0,18.0,35.0,26.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,3.0,3.0,3,3,3.0,3,2.0,2.0
2045,20.0,25.0,45.0,38.0,4.0,5.0,4.0,5.0,4.0,5.0,4.0,5.0,4.0,5.0,4.0,5.0,5,4,4.0,4,3.0,3.0
2046,20.0,20.0,40.0,30.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4,3,4.0,3,3.0,2.0
2047,20.0,20.0,40.0,34.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4,4,3.0,3,3.0,3.0
2048,16.0,20.0,36.0,32.0,3.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,4,4,4.0,3,3.0,2.0
2049,15.0,13.0,28.0,18.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,2,2,3.0,2,2.0,1.0
2050,20.0,20.0,40.0,30.999999999999996,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4,4,3.0,3,3.0,2.0
2051,10.0,10.0,20.0,23.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,3,2,3.0,2,2.0,2.0
2052,18.0,18.0,36.0,30.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,4,3,4.0,3,3.0,2.0
2053,21.0,25.0,46.0,37.0,4.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,4,4,5.0,4,3.0,3.0
2054,16.0,16.0,32.0,24.999999999999993,3.0,3.0,3.0,3.0,4.0,4.0,3.0,4.0,4.0,4.0,3.0,3.0,3,2,4.0,3,2.0,2.0
2055,21.0,20.0,41.0,34.99999999999999,5.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4,4,3.0,4,3.0,3.0
2056,22.0,22.0,44.0,37.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,4,4,3.0,3,3.0,4.0
2057,20.0,16.0,36.0,34.99999999999999,4.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,3.0,4,4,4.0,3,3.0,3.0
2058,20.0,22.0,42.0,30.0,4.0,5.0,4.0,5.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,4,3,4.0,3,3.0,2.0
2059,20.0,22.0,42.0,30.0,4.0,5.0,4.0,5.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,4,3,4.0,3,3.0,2.0
2060,16.0,15.0,31.0,23.0,4.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,3,2,3.0,2,2.0,2.0
2061,20.0,25.0,40.0,24.999999999999993,4.0,5.0,4.0,5.0,4.0,5.0,4.0,5.0,4.0,5.0,4.0,5.0,3,2,4.0,3,2.0,2.0
2062,17.0,15.0,32.0,27.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,4.0,3.0,3,3,4.0,3,2.0,2.0
2063,20.0,23.0,43.0,37.0,4.0,5.0,4.0,5.0,4.0,5.0,4.0,5.0,4.0,5.0,4.0,4.0,4,4,5.0,4,3.0,3.0
2064,16.0,15.0,31.0,29.0,3.0,3.0,4.0,3.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,4,3,4.0,3,2.0,2.0
2065,18.0,18.0,36.0,24.999999999999996,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,3,3,3.0,2,2.0,2.0
2066,20.0,15.0,35.0,30.0,4.0,3.0,4.0,3.0,4.0,3.0,4.0,3.0,4.0,3.0,4.0,3.0,4,3,4.0,3,3.0,2.0
2067,20.0,18.0,36.0,30.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,5.0,4.0,4.0,4.0,3.0,4,3,4.0,3,3.0,2.0
2068,20.0,20.0,40.0,34.99999999999999,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4,4,4.0,3,3.0,3.0
2069,20.0,25.0,45.0,32.0,4.0,5.0,4.0,5.0,4.0,5.0,4.0,5.0,4.0,5.0,4.0,5.0,4,4,4.0,3,3.0,2.0
2070,20.0,20.0,40.0,34.99999999999999,4.0,4.0,4.0,4.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,4.0,4,4,4.0,3,3.0,3.0
2071,19.0,19.0,38.0,34.99999999999999,4.0,4.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4,4,4.0,3,3.0,3.0
2072,20.0,16.0,36.0,30.0,4.0,3.0,4.0,3.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,3.0,4,3,4.0,3,3.0,2.0
2073,19.0,18.0,37.0,27.999999999999996,4.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,4,3,3.0,3,2.0,2.0
2074,15.0,15.0,30.0,29.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,4.0,3.0,3.0,3.0,3.0,4,3,4.0,3,2.0,2.0
2075,20.0,21.0,41.0,34.99999999999999,4.0,5.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,4,4,4.0,3,3.0,3.0
2076,20.0,20.0,40.0,34.99999999999999,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4,4,4.0,3,3.0,3.0
2077,20.0,16.0,36.0,30.0,4.0,3.0,4.0,3.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,3.0,4,4,3.0,3,2.0,2.0
2078,14.0,15.0,29.0,30.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4,3,4.0,3,3.0,2.0
2079,15.0,17.0,32.0,34.0,3.0,4.0,3.0,3.0,3.0,4.0,3.0,4.0,3.0,4.0,3.0,3.0,3,3,4.0,3,3.0,4.0
2080,20.0,18.0,36.0,34.99999999999999,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,4,4,4.0,3,3.0,3.0
2081,20.0,20.0,40.0,30.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3,4,4.0,3,3.0,2.0
2082,20.0,20.0,40.0,26.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,5.0,4.0,4.0,4.0,4.0,3,3,3.0,3,2.0,2.0
2083,17.0,16.0,33.0,29.0,4.0,3.0,4.0,3.0,4.0,4.0,4.0,4.0,3.0,4.0,3.0,3.0,4,3,4.0,2,3.0,2.0
2084,20.0,20.0,40.0,30.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4,3,4.0,3,3.0,2.0
2085,15.0,15.0,30.0,18.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,2,2,3.0,2,2.0,1.0
2086,10.0,17.0,24.0,21.0,2.0,4.0,2.0,4.0,3.0,4.0,2.0,4.0,2.0,3.0,2.0,3.0,2,2,3.0,2,2.0,2.0
2087,17.0,16.0,33.0,29.0,4.0,3.0,4.0,3.0,4.0,4.0,4.0,4.0,3.0,4.0,3.0,3.0,4,3,4.0,3,2.0,2.0
2088,20.0,20.0,40.0,27.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3,3,3.0,3,3.0,2.0
2089,16.0,15.0,31.0,27.999999999999996,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,4,3,3.0,3,2.0,2.0
2090,12.0,15.0,27.0,24.999999999999996,2.0,3.0,2.0,3.0,3.0,3.0,2.0,3.0,2.0,3.0,3.0,3.0,3,3,2.0,2,3.0,2.0
2091,18.0,15.0,33.0,26.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,3.0,4.0,3.0,3,3,3.0,3,2.0,2.0
2092,20.0,20.0,40.0,34.99999999999999,4.0,4.0,4.0,4.0,5.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,4,4,4.0,3,3.0,3.0
2093,19.0,18.0,37.0,30.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,3.0,4,3,4.0,3,3.0,2.0
2094,15.0,19.0,34.0,27.999999999999996,3.0,3.0,3.0,4.0,3.0,4.0,3.0,4.0,3.0,4.0,3.0,4.0,3,3,2.0,3,2.0,3.0
2095,18.0,15.0,33.0,27.999999999999996,4.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,4.0,3.0,3,3,4.0,3,3.0,2.0
2096,18.0,22.0,40.0,34.0,4.0,5.0,4.0,5.0,4.0,5.0,3.0,4.0,4.0,4.0,3.0,4.0,4,4,5.0,4,3.0,2.0
2097,17.0,15.0,32.0,30.0,4.0,3.0,4.0,3.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,4,3,5.0,3,2.0,2.0
2098,17.0,15.0,32.0,24.999999999999996,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,4.0,3.0,3,3,2.0,3,2.0,2.0
2099,16.0,10.0,30.0,16.999999999999996,4.0,2.0,3.0,2.0,4.0,3.0,4.0,3.0,3.0,2.0,3.0,2.0,2,2,2.0,2,2.0,1.0
2100,20.0,24.0,44.0,30.0,4.0,5.0,4.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,4.0,5.0,4,3,4.0,3,3.0,2.0
2101,13.0,12.0,25.0,19.999999999999996,3.0,3.0,3.0,3.0,4.0,3.0,4.0,3.0,3.0,2.0,2.0,2.0,3,2,3.0,2,2.0,1.0
2102,20.0,20.0,40.0,27.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,5.0,4.0,4.0,4.0,4.0,3,3,4.0,3,2.0,2.0
2103,12.0,15.0,27.0,24.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,4.0,2.0,3.0,2.0,3.0,3,2,3.0,3,2.0,2.0
2104,20.0,18.0,36.0,16.999999999999996,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,2,2,2.0,2,2.0,1.0
2105,25.0,20.0,45.0,32.0,5.0,4.0,5.0,4.0,5.0,4.0,5.0,4.0,5.0,4.0,5.0,4.0,4,4,4.0,3,3.0,2.0
2106,21.0,20.0,41.0,38.0,5.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4,4,5.0,4,4.0,3.0
2107,25.0,25.0,50.0,41.00000000000001,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5,4,5.0,5,4.0,3.0
2108,20.0,22.0,42.0,27.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,3,3,4.0,3,2.0,2.0
2109,20.0,16.0,36.0,30.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,3.0,4,3,4.0,3,3.0,2.0
2110,20.0,16.0,36.0,30.0,4.0,3.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,4,3,4.0,3,3.0,2.0
2111,20.0,20.0,40.0,34.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,4,4,5.0,4,3.0,2.0
2112,20.0,18.0,36.0,34.99999999999999,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,4,4,3.0,4,3.0,3.0
2113,18.0,19.0,37.0,29.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,4,3,4.0,3,2.0,2.0
2114,18.0,20.0,40.0,27.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,3,3,4.0,3,2.0,2.0
2115,27.0,18.0,42.0,30.0,6.0,5.0,5.0,3.0,6.0,5.0,6.0,4.0,6.0,4.0,5.0,3.0,4,3,4.0,3,3.0,2.0
2116,16.0,16.0,32.0,27.0,4.0,4.0,3.0,3.0,4.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,3,3,4.0,3,2.0,2.0
2117,13.0,20.0,30.0,30.0,2.0,4.0,2.0,4.0,3.0,4.0,3.0,4.0,3.0,4.0,3.0,4.0,4,3,4.0,3,3.0,2.0
2118,20.0,23.0,43.0,21.0,4.0,5.0,4.0,5.0,4.0,5.0,4.0,5.0,4.0,5.0,4.0,4.0,3,2,3.0,2,3.0,1.0
2119,15.0,20.0,35.0,24.0,3.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,3.0,4.0,3,2,3.0,3,2.0,2.0
2120,24.0,24.0,48.0,30.999999999999996,5.0,5.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4,4,3.0,3,3.0,2.0
2121,20.0,20.0,40.0,32.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4,4,4.0,3,3.0,2.0
2122,20.0,20.0,40.0,18.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,2,2,3.0,2,2.0,1.0
2123,20.0,25.0,45.0,34.99999999999999,4.0,5.0,4.0,5.0,4.0,5.0,4.0,5.0,4.0,5.0,4.0,5.0,4,4,4.0,3,3.0,3.0
2124,20.0,25.0,45.0,29.0,4.0,5.0,4.0,5.0,4.0,5.0,4.0,5.0,4.0,5.0,4.0,5.0,4,3,4.0,3,2.0,2.0
2125,15.0,15.0,30.0,30.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,4.0,3.0,3.0,3.0,3.0,4,3,4.0,3,3.0,2.0
2126,20.0,17.0,37.0,32.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,3.0,4,4,4.0,3,3.0,2.0
2127,20.0,18.0,38.0,16.999999999999996,4.0,3.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,2,2,2.0,2,2.0,1.0
2128,25.0,22.0,47.0,41.00000000000001,5.0,5.0,5.0,4.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,4.0,5,4,5.0,5,4.0,3.0
2129,20.0,21.0,41.0,34.0,5.0,4.0,3.0,4.0,4.0,5.0,5.0,4.0,4.0,5.0,4.0,4.0,4,4,5.0,4,3.0,2.0
2130,20.0,18.0,36.0,29.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,4,3,4.0,3,2.0,2.0
2131,19.0,24.0,42.0,30.0,4.0,5.0,4.0,4.0,4.0,6.0,4.0,5.0,3.0,5.0,4.0,5.0,4,3,4.0,3,3.0,2.0
2132,20.0,20.0,40.0,30.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4,3,5.0,3,2.0,2.0
2133,15.0,15.0,30.0,21.999999999999996,3.0,3.0,3.0,3.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,3,2,4.0,3,2.0,1.0
2134,20.0,15.0,35.0,24.999999999999993,4.0,3.0,4.0,3.0,4.0,4.0,4.0,3.0,4.0,3.0,4.0,3.0,3,2,4.0,3,2.0,2.0
2135,20.0,20.0,40.0,32.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,4,3,5.0,4,3.0,2.0
2136,20.0,17.0,37.0,29.0,4.0,3.0,4.0,4.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,3.0,4,3,4.0,3,2.0,2.0
2137,20.0,15.0,35.0,30.0,4.0,3.0,4.0,3.0,4.0,3.0,4.0,3.0,4.0,3.0,4.0,3.0,4,3,4.0,3,3.0,2.0
2138,19.0,20.0,40.0,37.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4,4,5.0,4,3.0,3.0
2139,20.0,18.0,40.0,26.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,3,3,3.0,3,2.0,2.0
2140,15.0,20.0,35.0,27.0,3.0,4.0,3.0,4.0,3.0,4.0,3.0,4.0,3.0,4.0,3.0,4.0,3,3,3.0,3,3.0,2.0
2141,19.0,15.0,34.0,27.999999999999996,3.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,4.0,3.0,3,3,4.0,3,3.0,2.0
2142,20.0,16.0,36.0,30.0,4.0,3.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,4,3,4.0,3,3.0,2.0
2143,20.0,21.0,41.0,34.0,4.0,4.0,4.0,4.0,5.0,4.0,5.0,5.0,4.0,5.0,4.0,4.0,4,4,5.0,4,3.0,2.0
2144,17.0,20.0,37.0,30.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,4,3,4.0,3,3.0,2.0
2145,15.0,15.0,30.0,23.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3,2,3.0,2,2.0,2.0
2146,17.0,17.0,34.0,29.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,3.0,3.0,4,3,4.0,3,2.0,2.0
2147,16.0,20.0,36.0,37.0,3.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,4,4,5.0,4,3.0,3.0
2148,18.0,19.0,37.0,32.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,4.0,4.0,4,4,4.0,3,3.0,2.0
2149,15.0,19.0,34.0,30.999999999999996,3.0,3.0,3.0,4.0,3.0,3.0,3.0,4.0,3.0,4.0,3.0,4.0,3,3,4.0,3,3.0,3.0
2150,20.0,23.0,43.0,32.0,4.0,5.0,4.0,5.0,4.0,5.0,4.0,5.0,4.0,5.0,4.0,4.0,4,4,4.0,3,3.0,2.0
2151,20.0,20.0,42.0,24.0,4.0,5.0,4.0,5.0,4.0,6.0,4.0,5.0,4.0,4.0,4.0,3.0,3,2,3.0,2,3.0,2.0
2152,20.0,20.0,40.0,36.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4,4,4.0,4,3.0,3.0
2153,19.0,16.0,35.0,26.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,3.0,4.0,3.0,3,3,3.0,3,2.0,2.0
2154,20.0,17.0,37.0,33.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,4,3,4.0,3,3.0,3.0
2155,25.0,21.0,46.0,34.0,5.0,4.0,5.0,5.0,5.0,4.0,5.0,4.0,5.0,4.0,5.0,4.0,4,4,5.0,4,3.0,2.0
2156,23.0,20.0,43.0,36.0,5.0,4.0,5.0,4.0,5.0,5.0,5.0,4.0,5.0,4.0,4.0,4.0,5,4,5.0,4,3.0,2.0
2157,20.0,20.0,40.0,30.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4,3,4.0,3,3.0,2.0
2158,20.0,20.0,40.0,24.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3,2,3.0,2,3.0,2.0
2159,16.0,15.0,31.0,19.999999999999996,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,3.0,3.0,3.0,3,2,3.0,2,2.0,1.0
2160,15.0,17.0,32.0,30.999999999999996,3.0,4.0,3.0,4.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,4,4,3.0,3,3.0,2.0
2161,20.0,20.0,40.0,30.999999999999996,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4,3,4.0,4,3.0,2.0
2162,22.0,18.0,40.0,32.0,5.0,4.0,5.0,4.0,5.0,5.0,4.0,4.0,4.0,4.0,4.0,3.0,4,4,5.0,3,2.0,2.0
2163,20.0,20.0,40.0,34.99999999999999,4.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4,4,3.0,3,4.0,3.0
2164,20.0,20.0,40.0,33.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4,3,4.0,3,3.0,3.0
2165,23.0,22.0,45.0,34.99999999999999,4.0,5.0,4.0,5.0,4.0,5.0,4.0,4.0,5.0,4.0,5.0,4.0,4,4,4.0,3,3.0,3.0
2166,18.0,18.0,36.0,30.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,4,3,4.0,3,3.0,2.0
